ticker,collect_date
AAPL,2024-02-19
AAPL,2024-02-20
AAPL,2024-03-17
AAPL,2024-03-18
AAPL,2024-03-19
AAPL,2024-03-20
AAPL,2024-03-21
AAPL,2024-03-22
AAPL,2024-03-23
AAPL,2024-03-24
AAPL,2024-03-25
AAPL,2024-03-26
AAPL,2024-03-27
AAPL,2024-03-28
AAPL,2024-03-29
AAPL,2024-03-30
AAPL,2024-03-31
AAPL,2024-04-01
AAPL,2024-04-02
AAPL,2024-04-15
AAPL,2024-04-16
AAPL,2024-04-17
AAPL,2024-04-18
AAPL,2024-04-19
AAPL,2024-04-20
AAPL,2024-04-21
AAPL,2024-04-22
AAPL,2024-04-23
AAPL,2024-04-24
AAPL,2024-04-25
AAPL,2024-04-26
AAPL,2024-04-27
AAPL,2024-04-28
AAPL,2024-04-29
AAPL,2024-04-30
AAPL,2024-05-01
AAPL,2024-05-15
AAPL,2024-05-16
AAPL,2024-05-17
AAPL,2024-05-18
AAPL,2024-05-19
AAPL,2024-05-20
AAPL,2024-05-21
AAPL,2024-06-16
AAPL,2024-06-17
AAPL,2024-06-18
AAPL,2024-06-19
AAPL,2024-06-20
AAPL,2024-06-21
AAPL,2024-06-22
AAPL,2024-06-23
AAPL,2024-06-24
AAPL,2024-06-25
AAPL,2024-06-26
AAPL,2024-06-27
AAPL,2024-06-28
AAPL,2024-06-29
AAPL,2024-06-30
AAPL,2024-07-01
AAPL,2024-07-02
AAPL,2024-07-16
AAPL,2024-07-17
AAPL,2024-07-18
AAPL,2024-07-19
AAPL,2024-07-20
AAPL,2024-07-21
AAPL,2024-07-22
AAPL,2024-07-23
AAPL,2024-07-24
AAPL,2024-07-25
AAPL,2024-07-26
AAPL,2024-07-27
AAPL,2024-07-28
AAPL,2024-07-29
AAPL,2024-07-30
AAPL,2024-07-31
AAPL,2024-08-21
AAPL,2024-08-22
AAPL,2024-08-23
AAPL,2024-08-24
AAPL,2024-08-25
AAPL,2024-08-26
AAPL,2024-08-27
AAPL,2024-09-16
AAPL,2024-09-17
AAPL,2024-09-18
AAPL,2024-09-19
AAPL,2024-09-20
AAPL,2024-09-21
AAPL,2024-09-22
AAPL,2024-09-23
AAPL,2024-09-24
AAPL,2024-09-25
AAPL,2024-09-26
AAPL,2024-09-27
AAPL,2024-09-28
AAPL,2024-09-29
AAPL,2024-09-30
AAPL,2024-10-01
AAPL,2024-10-14
AAPL,2024-10-15
AAPL,2024-10-16
AAPL,2024-10-17
AAPL,2024-10-18
AAPL,2024-10-19
AAPL,2024-10-20
AAPL,2024-10-21
AAPL,2024-10-22
AAPL,2024-10-23
AAPL,2024-10-24
AAPL,2024-10-25
AAPL,2024-10-26
AAPL,2024-10-27
AAPL,2024-10-28
AAPL,2024-10-29
AAPL,2024-10-30
AAPL,2024-11-13
AAPL,2024-11-14
AAPL,2024-11-15
AAPL,2024-11-16
AAPL,2024-11-17
AAPL,2024-11-18
AAPL,2024-11-19
AAPL,2024-12-23
AAPL,2024-12-24
AAPL,2024-12-25
AAPL,2024-12-26
AAPL,2024-12-27
AAPL,2024-12-28
AAPL,2024-12-29
AAPL,2024-12-30
AAPL,2024-12-31
AAPL,2025-01-01
AAPL,2025-01-02
AAPL,2025-01-03
AAPL,2025-01-04
AAPL,2025-01-05
AAPL,2025-01-06
AAPL,2025-01-07
AAPL,2025-01-20
AAPL,2025-01-21
AAPL,2025-01-22
AAPL,2025-01-23
AAPL,2025-01-24
AAPL,2025-01-25
AAPL,2025-01-26
AAPL,2025-01-27
AAPL,2025-01-28
AAPL,2025-01-29
AAPL,2025-01-30
AAPL,2025-01-31
AAPL,2025-02-01
AAPL,2025-02-02
AAPL,2025-02-03
AAPL,2025-02-04
AAPL,2025-02-05
AAPL,2025-02-19
AAPL,2025-02-20
AAPL,2025-02-21
AAPL,2025-02-22
AAPL,2025-02-23
AAPL,2025-02-24
AAPL,2025-02-25
AMZN,2021-12-19
AMZN,2021-12-20
AMZN,2021-12-21
AMZN,2021-12-22
AMZN,2021-12-23
AMZN,2021-12-24
AMZN,2021-12-25
AMZN,2021-12-26
AMZN,2021-12-27
AMZN,2021-12-28
AMZN,2021-12-29
AMZN,2021-12-30
AMZN,2021-12-31
AMZN,2022-01-01
AMZN,2022-01-02
AMZN,2022-01-03
AMZN,2022-01-04
AMZN,2022-01-10
AMZN,2022-01-11
AMZN,2022-01-12
AMZN,2022-01-13
AMZN,2022-01-14
AMZN,2022-01-15
AMZN,2022-01-16
AMZN,2022-01-17
AMZN,2022-01-18
AMZN,2022-01-19
AMZN,2022-01-20
AMZN,2022-01-21
AMZN,2022-01-22
AMZN,2022-01-23
AMZN,2022-01-24
AMZN,2022-01-25
AMZN,2022-01-26
AMZN,2022-01-27
AMZN,2022-01-28
AMZN,2022-01-29
AMZN,2022-01-30
AMZN,2022-01-31
AMZN,2022-02-01
AMZN,2022-02-02
AMZN,2022-02-09
AMZN,2022-02-10
AMZN,2022-02-11
AMZN,2022-02-12
AMZN,2022-02-13
AMZN,2022-02-14
AMZN,2022-02-15
AMZN,2022-03-14
AMZN,2022-03-15
AMZN,2022-03-16
AMZN,2022-03-17
AMZN,2022-03-18
AMZN,2022-03-19
AMZN,2022-03-20
AMZN,2022-03-21
AMZN,2022-03-22
AMZN,2022-03-23
AMZN,2022-03-24
AMZN,2022-03-25
AMZN,2022-03-26
AMZN,2022-03-27
AMZN,2022-03-28
AMZN,2022-03-29
AMZN,2022-04-13
